      6913.13      77000.0
      6945.53      32000.0
      6967.35      556000.
      6991.58      64000.0
      7002.73      11000.0
      7020.50      24000.0
      7062.60      5100.00
      7069.17      534000.
      7086.12      23000.0
      7126.52      14400.0
      7149.01      75000.0
      7150.53      3400.00
      7152.26      7500.00
      7170.87      53000.0
      7175.35      3800.00
      7202.03      4200.00
      7208.47      2200.00
      7208.97      7000.00
      7209.99      24300.0
      7214.68      5700.00
      7220.04      10500.0
      7221.14      3700.00
      7244.09      3300.00
      7246.69      3300.00
      7260.18      1200.00
      7274.94      170000.
      7286.91      8300.00
      7313.73      4600.00
      7326.83      1500.00
      7330.30      6700.00
      7343.17      4900.00
      7355.32      8600.00
      7374.15      25000.0
      7378.91      2700.00
      7385.74      1700.00
      7386.01      841000.
      7386.21      2300.00
      7387.54      20400.0
      7395.02      2600.00
      7395.47      1700.00
      7404.29      4000.00
      7414.38      2100.00
      7419.83      700.000
      7420.59      2500.00
      7430.99      14600.0
      7432.30      6300.00
      7437.42      6000.00
      7438.34      1600.00
      7446.80      2800.00
      7449.90      2040.00
      7457.26      730.000
      7473.22      2000.00
      7483.41      7300.00
      7485.69      3400.00
      7486.39      2700.00
      7490.04      1340.00
      7501.07      600.000
      7505.94 1.26000e+006
      7510.55      970.000
      7513.86      1180.00
      7516.72      898000.
      7525.21      1090.00
      7527.58      2460.00
      7533.22      530.000
      7551.39      6200.00
      7567.94      610.000
      7569.68      1280.00
      7569.83      15200.0
      7571.60      1390.00
      7587.78      7500.00
      7587.88      14300.0
      7600.30      1510.00
      7609.92      2380.00
      7622.17      1010.00
      7627.22      320.000
      7627.80      3040.00
      7629.27      6000.00
      7632.41      3240.00
      7632.64      470.000
      7634.23      470.000
      7637.21 1.46900e+006
      7638.28      2300.00
      7639.49      800.000
      7640.88      830.000
      7649.48      25600.0
      7653.85      570.000
      7654.43      1600.00
      7655.94      3400.00
      7656.81      1040.00
      7660.43      2900.00
      7663.00      1670.00
      7668.68      460.000
      7672.17      1500.00
      7680.24      3600.00
      7687.42      960.000
      7693.89      420.000
      7695.92      520.000
      7700.04      740.000
      7701.52      450.000
      7701.90      390.000
      7705.81      510.000
      7712.39      2970.00
      7716.06      880.000
      7723.33      760.000
      7725.89      608000.
      7726.33      699000.
      7731.08      2310.00
      7733.87      560.000
      7744.69      1170.00
      7774.08      1330.00
      7778.81      380.000
      7780.63      430.000
      7784.46      2170.00
      7789.80      530.000
      7789.94      490.000
      7791.08      13700.0
      7800.50      6000.00
      7806.68      310.000
      7812.77      400.000
      7819.92      25700.0
      7836.61      480.000
      7837.78      440.000
      7838.62      690.000
      7842.46      1900.00
      7842.62      900.000
      7843.95      4200.00
      7844.42      900.000
      7849.66      350.000
      7849.70      27400.0
      7849.96      1090.00
      7850.61      1590.00
      7866.19      720.000
      7868.13      6300.00
      7870.36      1600.00
      7888.45      5400.00
      7893.25      6600.00
      7901.80      1700.00
      7902.49      3280.00
      7906.61      280.000
      7939.92      2590.00
      7943.91      3700.00
      7950.36 1.08600e+006
      7956.78      1610.00
      7963.35      400.000
      7963.55      260.000
      7964.17      280.000
      7972.45      230.000
      7974.79      3800.00
      7976.35      1030.00
      7981.17      49000.0
      7990.17      3080.00
      7993.56      570.000
      7995.88      1210.00
      8002.25      660.000
      8008.36      916000.
      8016.99 1.47100e+006
      8024.41      1620.00
      8024.54      710.000
      8026.46      840.000
      8027.93      810.000
      8028.42      530.000
      8032.41      1330.00
      8034.64      11600.0
      8035.12      410.000
      8037.85      620.000
      8048.33      2000.00
      8055.52      4700.00
      8064.85      3040.00
      8069.04      1180.00
      8077.87      1790.00
      8087.44      3600.00
      8091.71      540.000
      8094.46      570.000
      8095.85      8300.00
      8105.92 1.53600e+006
      8116.78      360.000
      8117.54 2.22800e+006
      8121.41      1500.00
      8124.58      260.000
      8124.96      1620.00
      8131.64      2660.00
      8140.17      690.000
      8140.64      280.000
      8140.71      6200.00
      8142.14      220.000
      8145.38      25000.0
      8159.79      800.000
      8161.97      13300.0
      8165.37      620.000
      8172.03      5700.00
      8174.37      650.000
      8189.16      25100.0
      8196.65      470.000
      8204.40      680.000
      8205.46      490.000
      8209.74      770.000
      8211.70      340.000
      8216.41      880.000
      8219.48      460.000
      8229.73      570.000
      8233.67      1300.00
      8254.66      8700.00
      8255.88      800.000
      8257.01      2080.00
      8261.78      930.000
      8263.29      1490.00
      8266.20      2090.00
      8266.79 1.12900e+006
      8277.90      11600.0
      8290.69      520.000
      8294.81      950.000
      8297.83      940.000
      8299.46      920.000
      8313.92      1000.00
      8323.14      18200.0
      8332.74      50000.0
      8338.00      540.000
      8343.77      450.000
      8348.84      320.000
      8358.36      410.000
      8361.02      3240.00
      8368.37      1520.00
      8369.69      1530.00
      8371.64      2090.00
      8381.53      840.000
      8387.03      2000.00
      8388.03      590.000
      8389.41      420.000
      8390.84      1420.00
      8401.57      650.000
      8404.30      1090.00
      8406.11      1080.00
      8408.99      560.000
      8410.52 2.05900e+006
      8414.23      1010.00
      8419.04      44000.0
      8419.41      420.000
      8420.31      8100.00
      8423.54      22300.0
      8426.34      2290.00
      8426.96 2.10600e+006
      8428.70      660.000
      8447.53      450.000
      8447.81      12600.0
      8448.83      32600.0
      8453.00      220.000
      8466.56      4400.00
      8468.00      760.000
      8474.15      2470.00
      8480.69      31400.0
      8480.86      5300.00
      8492.64      850.000
      8498.51      210.000
      8498.67      480.000
      8498.79      740.000
      8503.01      290.000
      8503.78      390.000
      8512.96      3140.00
      8518.89      2660.00
      8521.67      1020.00
      8523.78 1.20700e+006
      8533.80      520.000
      8542.14      3120.00
      8546.07      1660.00
      8546.94      1530.00
      8557.29      5000.00
      8558.68      1880.00
      8560.80      340.000
      8575.48      15500.0
      8577.69      390.000
      8579.63      1990.00
      8590.80      210.000
      8594.20      720.000
      8595.47      900.000
      8608.14      9000.00
      8618.59      1030.00
      8622.83      5600.00
      8623.69      490.000
      8640.74      970.000
      8641.81      3380.00
      8647.68      2000.00
      8651.52      470.000
      8658.25      1110.00
      8667.87      14500.0
      8670.33      394000.
      8670.50      1760.00
      8680.79      1810.00
      8690.24      870.000
      8693.72      240.000
      8703.51      290.000
      8706.09      390.000
      8707.25      470.000
      8709.75      450.000
      8711.63      6400.00
      8712.81      250.000
      8716.05      160.000
      8724.85      330.000
      8726.77      390.000
      8733.22      210.000
      8734.82      2400.00
      8736.42      580.000
      8742.18      550.000
      8750.43      18800.0
      8751.57      2150.00
      8753.61      200.000
      8760.65      15100.0
      8762.85      2300.00
      8764.09      8400.00
      8769.15      3110.00
      8774.27      1810.00
      8775.21      3690.00
      8777.98      6600.00
      8785.13      390.000
      8786.97      830.000
      8794.47      2330.00
      8800.59      450.000
      8801.50      2900.00
      8807.01      1620.00
      8808.65      130.000
      8812.67      370.000
      8814.93      280.000
      8818.59      540.000
      8820.16      500.000
      8822.65      1320.00
      8822.84      2260.00
      8824.18      230.000
      8832.12      320.000
      8843.61      4500.00
      8844.50      700.000
      8850.73      260.000
      8851.74      510.000
      8852.32      1300.00
      8855.22      400.000
      8857.34      530.000
      8861.45      640.000
      8863.41      210.000
      8868.01      850.000
      8871.27      10100.0
      8877.67      950.000
      8891.63      1330.00
      8892.72      230.000
      8895.43      2720.00
      8895.98      630.000
      8909.40      260.000
      8909.48      330.000
      8913.30      620.000
      8930.18      300.000
      8930.54      590.000
      8944.11      400.000
      8951.58      2370.00
      8958.30      2500.00
      8960.45      230.000
      8964.61      1090.00
      8964.67      210.000
      8969.46      430.000
      8970.10      41000.0
      8972.33      2030.00
      8983.20      470.000
      8987.75      310.000
      8989.87      1070.00
      8993.36      560.000
